86;-916730;-916730;5.73928e-08;6.2606e-12%;4.69056e-10%
87;-913214;-913214;4.77303e-08;5.22662e-12%;4.69056e-10%
88;-917226;-917226;4.1211e-08;4.49301e-12%;4.69056e-10%
89;-918697;-918697;3.6438e-08;3.96627e-12%;4.69056e-10%
90;-922067;-922067;3.27127e-08;3.54776e-12%;4.69056e-10%
91;-947075;-947075;3.05008e-08;3.22053e-12%;4.69056e-10%
92;-923859;-923859;2.78233e-08;3.01164e-12%;4.69056e-10%
93;-918278;-918278;2.80561e-08;3.05529e-12%;4.69056e-10%
94;-919487;-919487;2.68919e-08;2.92467e-12%;4.69056e-10%
95;-931882;-931882;2.57278e-08;2.76084e-12%;4.69056e-10%
96;-924486;-924486;2.47965e-08;2.68219e-12%;4.69056e-10%
97;-924926;-924926;2.23517e-08;2.4166e-12%;4.69056e-10%
98;-934235;-934235;1.90921e-08;2.04361e-12%;4.69056e-10%
99;-929413;-929413;2.07219e-08;2.22957e-12%;4.69056e-10%
100;-933452;-933452;1.89757e-08;2.03285e-12%;4.69056e-10%
101;-989814;-989814;1.69966e-08;1.71716e-12%;4.69056e-10%
102;-947782;-947782;1.72295e-08;1.81787e-12%;4.69056e-10%
103;-954300;-954300;1.90921e-08;2.00064e-12%;4.69056e-10%
104;-960253;-960253;1.50176e-08;1.56392e-12%;4.69056e-10%
105;-970154;-970154;1.234e-08;1.27197e-12%;4.69056e-10%
106;-958592;-958592;1.00117e-08;1.04442e-12%;4.69056e-10%
107;-945189;-945189;6.63567e-09;7.02047e-13%;4.69056e-10%
108;-947030;-947030;9.30158e-08;9.82185e-12%;4.69056e-10%
109;-948861;-948861;8.16071e-08;8.60053e-12%;4.69056e-10%
110;-951578;-951578;4.28408e-08;4.50208e-12%;4.69056e-10%
111;-958858;-958858;3.24799e-08;3.38735e-12%;4.69056e-10%
112;-960053;-960053;3.03844e-08;3.16487e-12%;4.69056e-10%
113;-958606;-958606;2.68919e-08;2.80532e-12%;4.69056e-10%
114;-978693;-978693;2.45636e-08;2.50984e-12%;4.69056e-10%
115;-959797;-959797;2.68919e-08;2.80184e-12%;4.69056e-10%
116;-955774;-955774;2.59606e-08;2.71619e-12%;4.69056e-10%
117;-960470;-960470;2.47965e-08;2.5817e-12%;4.69056e-10%
118;-957540;-957540;2.87546e-08;3.00296e-12%;4.69056e-10%
119;-958973;-958973;2.82889e-08;2.94992e-12%;4.69056e-10%
120;-959466;-959466;2.71248e-08;2.82707e-12%;4.69056e-10%
121;-965553;-965553;2.99187e-08;3.09861e-12%;4.69056e-10%
122;-965698;-965698;3.1665e-08;3.27897e-12%;4.69056e-10%
123;-970794;-970794;2.68919e-08;2.7701e-12%;4.69056e-10%
124;-974723;-974723;2.08383e-08;2.13787e-12%;4.69056e-10%
125;-976501;-976501;2.24682e-08;2.30089e-12%;4.69056e-10%
126;-976470;-976470;2.17697e-08;2.22942e-12%;4.69056e-10%
127;-989473;-989473;2.4098e-08;2.43543e-12%;4.69056e-10%
128;-978078;-978078;2.50293e-08;2.55903e-12%;4.69056e-10%
129;-974733;-974733;2.50293e-08;2.56781e-12%;4.69056e-10%
130;-974520;-974520;2.71248e-08;2.7834e-12%;4.69056e-10%
131;-975147;-975147;3.01516e-08;3.092e-12%;4.69056e-10%
132;-979454;-979454;3.13157e-08;3.19726e-12%;4.69056e-10%
133;-984802;-984802;3.63216e-08;3.68821e-12%;4.69056e-10%
134;-985780;-985780;1.92085e-08;1.94856e-12%;4.69056e-10%
135;-988087;-988087;2.37487e-08;2.40351e-12%;4.69056e-10%
136;-997749;-997749;2.68919e-08;2.69526e-12%;4.69056e-10%
137;-995607;-995607;2.93367e-08;2.94661e-12%;4.69056e-10%
138;-989096;-989096;2.57278e-08;2.60114e-12%;4.69056e-10%
139;-988725;-988725;2.68919e-08;2.71986e-12%;4.69056e-10%
140;-989045;-989045;2.75904e-08;2.7896e-12%;4.69056e-10%
141;-990931;-990931;2.94531e-08;2.97226e-12%;4.69056e-10%
142;-1.00282e+06;-1.00282e+06;1.851e-08;1.84581e-12%;4.69056e-10%
143;-1.005e+06;-1.005e+06;7.50879e-08;7.47142e-12%;4.69056e-10%
144;-996335;-996335;4.63333e-08;4.65037e-12%;4.69056e-10%
145;-996722;-996722;4.15603e-08;4.1697e-12%;4.69056e-10%
146;-1.00077e+06;-1.00077e+06;4.34229e-08;4.33896e-12%;4.69056e-10%
147;-1.00039e+06;-1.00039e+06;4.47035e-08;4.4686e-12%;4.69056e-10%
148;-1.00294e+06;-1.00294e+06;4.51691e-08;4.50369e-12%;4.69056e-10%
149;-1.00564e+06;-1.00564e+06;4.5402e-08;4.51474e-12%;4.69056e-10%
150;-1.01216e+06;-1.01216e+06;4.00469e-08;3.95656e-12%;4.69056e-10%
151;-1.06294e+06;-1.06294e+06;6.7777e-07;6.37639e-11%;4.69056e-10%
152;-1.01508e+06;-1.01508e+06;1.00117e-07;9.86297e-12%;4.69056e-10%
153;-1.01889e+06;-1.01889e+06;8.91741e-08;8.75211e-12%;4.69056e-10%
154;-1.02347e+06;-1.02347e+06;1.0035e-07;9.80488e-12%;4.69056e-10%
155;-1.02243e+06;-1.02243e+06;1.08033e-07;1.05664e-11%;4.69056e-10%
156;-1.0227e+06;-1.0227e+06;1.312e-07;1.28288e-11%;4.69056e-10%
157;-1.03137e+06;-1.03137e+06;1.64378e-07;1.59378e-11%;4.69056e-10%
158;-1.03582e+06;-1.03582e+06;2.37371e-07;2.29163e-11%;4.69056e-10%
159;-1.03594e+06;-1.03594e+06;4.61587e-07;4.45575e-11%;4.69056e-10%
160;-1.03321e+06;-1.03321e+06;2.58069e-06;2.49774e-10%;4.69056e-10%
161;-1.03259e+06;-1.03259e+06;2.17929e-06;2.11052e-10%;4.69056e-10%
162;-1.05342e+06;-1.05342e+06;1.33412e-06;1.26646e-10%;4.69056e-10%
163;-1.03625e+06;-1.03625e+06;4.10248e-07;3.95897e-11%;4.69056e-10%
164;-1.03468e+06;-1.03468e+06;3.29455e-08;3.18414e-12%;4.69056e-10%
165;-1.03857e+06;-1.03857e+06;6.94068e-07;6.68295e-11%;4.69056e-10%
166;-1.07919e+06;-1.07919e+06;3.29805e-06;3.05603e-10%;4.69056e-10%
167;-1.05158e+06;-1.05158e+06;4.94812e-06;4.7054e-10%;4.7054e-10%
168;-1.04809e+06;-1.04809e+06;3.97512e-06;3.79272e-10%;4.7054e-10%
169;-1.04956e+06;-1.04956e+06;1.14855e-06;1.09432e-10%;4.7054e-10%
170;-1.06313e+06;-1.06313e+06;1.60327e-06;1.50807e-10%;4.7054e-10%
171;-1.06066e+06;-1.06066e+06;1.28197e-06;1.20865e-10%;4.7054e-10%
172;-1.05742e+06;-1.05742e+06;1.24029e-06;1.17293e-10%;4.7054e-10%
173;-1.05931e+06;-1.05931e+06;1.38092e-06;1.3036e-10%;4.7054e-10%
174;-1.06441e+06;-1.06441e+06;1.5602e-06;1.46578e-10%;4.7054e-10%
175;-1.0656e+06;-1.0656e+06;1.79745e-06;1.68679e-10%;4.7054e-10%
176;-1.06994e+06;-1.06994e+06;2.39909e-06;2.24226e-10%;4.7054e-10%
177;-1.08002e+06;-1.08002e+06;2.99839e-06;2.77625e-10%;4.7054e-10%
178;-1.07721e+06;-1.07721e+06;1.16788e-06;1.08417e-10%;4.7054e-10%
179;-1.0787e+06;-1.0787e+06;3.77023e-06;3.49514e-10%;4.7054e-10%
180;-1.08086e+06;-1.08086e+06;2.21026e-06;2.0449e-10%;4.7054e-10%
181;-1.08301e+06;-1.08301e+06;1.49594e-06;1.38128e-10%;4.7054e-10%
182;-1.08801e+06;-1.08801e+06;2.22796e-06;2.04774e-10%;4.7054e-10%
183;-1.09491e+06;-1.09491e+06;3.13995e-06;2.86778e-10%;4.7054e-10%
184;-1.1113e+06;-1.1113e+06;4.37722e-07;3.93884e-11%;4.7054e-10%
185;-1.12803e+06;-1.12803e+06;6.31902e-07;5.60184e-11%;4.7054e-10%
186;-1.12776e+06;-1.12776e+06;1.90083e-06;1.68548e-10%;4.7054e-10%
187;-1.11114e+06;-1.11114e+06;2.89385e-06;2.60439e-10%;4.7054e-10%
188;-1.10673e+06;-1.10673e+06;4.20865e-06;3.80277e-10%;4.7054e-10%
189;-1.11129e+06;-1.11129e+06;6.3465e-06;5.71091e-10%;5.71091e-10%
190;-1.12455e+06;-1.12455e+06;9.39006e-06;8.35004e-10%;8.35004e-10%
191;-1.12657e+06;-1.12657e+06;1.71664e-05;1.52377e-09%;1.52377e-09%
192;-1.13345e+06;-1.13345e+06;3.55002e-05;3.13204e-09%;3.13204e-09%
193;-1.13485e+06;-1.13485e+06;9.98988e-05;8.80278e-09%;8.80278e-09%
194;-1.15194e+06;-1.15194e+06;0.00134594;1.1684e-07%;1.1684e-07%
195;-1.15753e+06;-1.15753e+06;0.000466899;4.03357e-08%;1.1684e-07%
196;-1.15068e+06;-1.15068e+06;0.000179245;1.55773e-08%;1.1684e-07%
197;-1.1622e+06;-1.1622e+06;0.000117197;1.0084e-08%;1.1684e-07%
198;-1.15934e+06;-1.15934e+06;9.24137e-05;7.97121e-09%;1.1684e-07%
199;-1.16047e+06;-1.16047e+06;8.165e-05;7.03593e-09%;1.1684e-07%
200;-1.17015e+06;-1.17015e+06;8.39734e-05;7.17626e-09%;1.1684e-07%
201;-1.16573e+06;-1.16573e+06;0.00010141;8.69927e-09%;1.1684e-07%
202;-1.15945e+06;-1.15945e+06;0.000126193;1.08838e-08%;1.1684e-07%
203;-1.1648e+06;-1.1648e+06;0.000150571;1.29268e-08%;1.1684e-07%
204;-1.17012e+06;-1.17012e+06;0.000179915;1.53758e-08%;1.1684e-07%
205;-1.17234e+06;-1.17234e+06;0.000236398;2.01647e-08%;1.1684e-07%
206;-1.17951e+06;-1.17951e+06;0.000379493;3.21738e-08%;1.1684e-07%
207;-1.19259e+06;-1.19259e+06;0.000854431;7.16447e-08%;1.1684e-07%
208;-1.19006e+06;-1.19006e+06;0.00314619;2.64373e-07%;2.64373e-07%
209;-1.19452e+06;-1.19452e+06;0.00016609;1.39043e-08%;2.64373e-07%
210;-1.19333e+06;-1.19333e+06;0.00105933;8.87711e-08%;2.64373e-07%
211;-1.19743e+06;-1.19743e+06;0.000478656;3.99737e-08%;2.64373e-07%
212;-1.20138e+06;-1.20138e+06;0.000250709;2.08685e-08%;2.64373e-07%
213;-1.20674e+06;-1.20674e+06;0.000148363;1.22946e-08%;2.64373e-07%
214;-1.21515e+06;-1.21515e+06;9.77127e-05;8.0412e-09%;2.64373e-07%
215;-1.2191e+06;-1.2191e+06;7.32914e-05;6.01192e-09%;2.64373e-07%
216;-1.21598e+06;-1.21598e+06;6.5509e-05;5.38733e-09%;2.64373e-07%
217;-1.21849e+06;-1.21849e+06;6.9642e-05;5.71544e-09%;2.64373e-07%
218;-1.21976e+06;-1.21976e+06;7.85654e-05;6.44106e-09%;2.64373e-07%
219;-1.22261e+06;-1.22261e+06;8.17177e-05;6.68386e-09%;2.64373e-07%
220;-1.22859e+06;-1.22859e+06;8.00125e-05;6.51256e-09%;2.64373e-07%
221;-1.24086e+06;-1.24086e+06;9.77463e-05;7.87731e-09%;2.64373e-07%
222;-1.25426e+06;-1.25426e+06;9.78101e-05;7.79824e-09%;2.64373e-07%
223;-1.24739e+06;-1.24739e+06;1.82928e-05;1.46648e-09%;2.64373e-07%
224;-1.25201e+06;-1.25201e+06;0.000101947;8.14271e-09%;2.64373e-07%
225;-1.2643e+06;-1.2643e+06;7.61161e-05;6.02041e-09%;2.64373e-07%
226;-1.26935e+06;-1.26935e+06;7.28783e-05;5.7414e-09%;2.64373e-07%
227;-1.2764e+06;-1.2764e+06;7.57892e-05;5.93771e-09%;2.64373e-07%
228;-1.27728e+06;-1.27728e+06;9.27704e-05;7.26313e-09%;2.64373e-07%
229;-1.27311e+06;-1.27311e+06;0.000104736;8.22681e-09%;2.64373e-07%
230;-1.28046e+06;-1.28046e+06;0.000122891;9.59738e-09%;2.64373e-07%
231;-1.2794e+06;-1.2794e+06;0.00015211;1.18892e-08%;2.64373e-07%
232;-1.28783e+06;-1.28783e+06;0.000197989;1.53738e-08%;2.64373e-07%
233;-1.29002e+06;-1.29002e+06;0.000251804;1.95194e-08%;2.64373e-07%
234;-1.30289e+06;-1.30289e+06;0.00027142;2.08321e-08%;2.64373e-07%
235;-1.31134e+06;-1.31134e+06;0.000272379;2.0771e-08%;2.64373e-07%
236;-1.32404e+06;-1.32404e+06;0.000222903;1.68351e-08%;2.64373e-07%
237;-1.33005e+06;-1.33005e+06;0.000139006;1.04512e-08%;2.64373e-07%
238;-1.32114e+06;-1.32114e+06;0.000205808;1.55781e-08%;2.64373e-07%
239;-1.32908e+06;-1.32908e+06;0.000542877;4.08461e-08%;2.64373e-07%
240;-1.33515e+06;-1.33515e+06;0.000512268;3.83679e-08%;2.64373e-07%
241;-1.33654e+06;-1.33654e+06;0.000478534;3.5804e-08%;2.64373e-07%
242;-1.34805e+06;-1.34805e+06;0.000224203;1.66317e-08%;2.64373e-07%
243;-1.35526e+06;-1.35526e+06;0.000173859;1.28285e-08%;2.64373e-07%
244;-1.3595e+06;-1.3595e+06;8.41373e-05;6.18884e-09%;2.64373e-07%
245;-1.36696e+06;-1.36696e+06;4.74027e-05;3.46775e-09%;2.64373e-07%
246;-1.38671e+06;-1.38671e+06;0.000135365;9.76164e-09%;2.64373e-07%
247;-1.38949e+06;-1.38949e+06;0.000157056;1.13031e-08%;2.64373e-07%
248;-1.39679e+06;-1.39679e+06;0.000137229;9.8246e-09%;2.64373e-07%
249;-1.40754e+06;-1.40754e+06;0.00019055;1.35378e-08%;2.64373e-07%
250;-1.42218e+06;-1.42218e+06;0.000229176;1.61144e-08%;2.64373e-07%
251;-1.41488e+06;-1.41488e+06;0.000193591;1.36825e-08%;2.64373e-07%
252;-1.426e+06;-1.426e+06;0.00017019;1.19348e-08%;2.64373e-07%
253;-1.43631e+06;-1.43631e+06;0.000158043;1.10034e-08%;2.64373e-07%
254;-1.43977e+06;-1.43977e+06;0.000156602;1.08769e-08%;2.64373e-07%
255;-1.44892e+06;-1.44892e+06;0.000167768;1.15788e-08%;2.64373e-07%
256;-1.46187e+06;-1.46187e+06;0.000193503;1.32366e-08%;2.64373e-07%
257;-1.47151e+06;-1.47151e+06;0.000218536;1.48512e-08%;2.64373e-07%
258;-1.49603e+06;-1.49603e+06;0.000199995;1.33684e-08%;2.64373e-07%
259;-1.50443e+06;-1.50443e+06;0.00413499;2.74854e-07%;2.74854e-07%
260;-1.51478e+06;-1.51478e+06;1.17433e-05;7.75247e-10%;2.74854e-07%
261;-1.52979e+06;-1.52979e+06;1.60874e-05;1.05161e-09%;2.74854e-07%
262;-1.53278e+06;-1.53278e+06;6.15139e-06;4.01322e-10%;2.74854e-07%
263;-1.52612e+06;-1.52612e+06;0.000225791;1.47951e-08%;2.74854e-07%
264;-1.53285e+06;-1.53285e+06;0.000258613;1.68714e-08%;2.74854e-07%
265;-1.53767e+06;-1.53767e+06;0.000221959;1.44348e-08%;2.74854e-07%
266;-1.55116e+06;-1.55116e+06;0.000273276;1.76175e-08%;2.74854e-07%
267;-1.5594e+06;-1.5594e+06;0.00113586;7.28397e-08%;2.74854e-07%
268;-1.56135e+06;-1.56135e+06;0.000378219;2.42239e-08%;2.74854e-07%
269;-1.57047e+06;-1.57047e+06;7.9832e-05;5.08333e-09%;2.74854e-07%
270;-1.58121e+06;-1.58121e+06;2.27643e-05;1.43967e-09%;2.74854e-07%
271;-1.59482e+06;-1.59482e+06;5.82782e-05;3.65422e-09%;2.74854e-07%
272;-1.59377e+06;-1.59377e+06;0.000156211;9.80137e-09%;2.74854e-07%
273;-1.59378e+06;-1.59378e+06;5.81471e-06;3.64839e-10%;2.74854e-07%
274;-1.61534e+06;-1.61534e+06;4.87326e-05;3.01686e-09%;2.74854e-07%
275;-1.62201e+06;-1.62201e+06;0.0015223;9.38528e-08%;2.74854e-07%
276;-1.63072e+06;-1.63072e+06;0.000101094;6.19934e-09%;2.74854e-07%
277;-1.67328e+06;-1.67328e+06;0.000128239;7.66389e-09%;2.74854e-07%
278;-1.65491e+06;-1.65491e+06;5.58747e-06;3.3763e-10%;2.74854e-07%
279;-1.65946e+06;-1.65946e+06;4.01256e-05;2.41798e-09%;2.74854e-07%
280;-1.69757e+06;-1.69757e+06;7.34651e-06;4.32765e-10%;2.74854e-07%
281;-1.68533e+06;-1.68533e+06;0.000102557;6.08531e-09%;2.74854e-07%
282;-1.68015e+06;-1.68015e+06;0.000877064;5.22016e-08%;2.74854e-07%
283;-1.68966e+06;-1.68966e+06;0.000458473;2.7134e-08%;2.74854e-07%
284;-1.69531e+06;-1.69531e+06;0.00047368;2.79406e-08%;2.74854e-07%
285;-1.70144e+06;-1.70144e+06;0.00184053;1.08175e-07%;2.74854e-07%
286;-1.71941e+06;-1.71941e+06;0.000304954;1.7736e-08%;2.74854e-07%
287;-1.71944e+06;-1.71944e+06;0.000817225;4.75286e-08%;2.74854e-07%
288;-1.71761e+06;-1.71761e+06;0.000838419;4.88132e-08%;2.74854e-07%
289;-1.72509e+06;-1.72509e+06;0.000760609;4.4091e-08%;2.74854e-07%
290;-1.7504e+06;-1.7504e+06;0.000661471;3.77897e-08%;2.74854e-07%
291;-1.75301e+06;-1.75301e+06;0.000866161;4.94098e-08%;2.74854e-07%
292;-1.74161e+06;-1.74161e+06;0.00100297;5.75884e-08%;2.74854e-07%
293;-1.7469e+06;-1.7469e+06;0.000738276;4.2262e-08%;2.74854e-07%
294;-1.746e+06;-1.746e+06;0.000553732;3.17143e-08%;2.74854e-07%
295;-1.75318e+06;-1.75318e+06;0.00169122;9.6466e-08%;2.74854e-07%
296;-1.7715e+06;-1.7715e+06;0.00873818;4.93266e-07%;4.93266e-07%
297;-1.77088e+06;-1.77088e+06;0.00282417;1.59478e-07%;4.93266e-07%
298;-1.78939e+06;-1.78939e+06;0.00592404;3.31064e-07%;4.93266e-07%
299;-1.78169e+06;-1.78169e+06;0.0108709;6.10147e-07%;6.10147e-07%
300;-1.78438e+06;-1.78438e+06;0.0208626;1.16918e-06%;1.16918e-06%
301;-1.78799e+06;-1.78799e+06;0.014639;8.18739e-07%;1.16918e-06%
302;-1.79998e+06;-1.79998e+06;0.0243898;1.35501e-06%;1.35501e-06%
303;-1.80626e+06;-1.80626e+06;0.0150172;8.31398e-07%;1.35501e-06%
304;-1.80208e+06;-1.80208e+06;0.00799563;4.43688e-07%;1.35501e-06%
305;-1.80051e+06;-1.80051e+06;0.00530084;2.94407e-07%;1.35501e-06%
306;-1.81896e+06;-1.81896e+06;0.00294166;1.61722e-07%;1.35501e-06%
307;-1.8251e+06;-1.8251e+06;0.00214245;1.17388e-07%;1.35501e-06%
308;-1.82926e+06;-1.82926e+06;0.00174673;9.54881e-08%;1.35501e-06%
309;-1.84502e+06;-1.84502e+06;0.000273787;1.48393e-08%;1.35501e-06%
310;-1.82646e+06;-1.82646e+06;0.0121185;6.63496e-07%;1.35501e-06%
311;-1.83088e+06;-1.83088e+06;0.00346384;1.8919e-07%;1.35501e-06%
312;-1.85007e+06;-1.85007e+06;0.000321477;1.73765e-08%;1.35501e-06%
313;-1.84589e+06;-1.84589e+06;0.000421812;2.28514e-08%;1.35501e-06%
314;-1.83773e+06;-1.83773e+06;0.00105152;5.72185e-08%;1.35501e-06%
315;-1.83002e+06;-1.83002e+06;0.00123486;6.74779e-08%;1.35501e-06%
316;-1.83617e+06;-1.83617e+06;0.00145534;7.92598e-08%;1.35501e-06%
317;-1.82508e+06;-1.82508e+06;0.00146313;8.01681e-08%;1.35501e-06%
318;-1.83019e+06;-1.83019e+06;0.00097744;5.34065e-08%;1.35501e-06%
319;-1.82844e+06;-1.82844e+06;0.00112792;6.16874e-08%;1.35501e-06%
320;-1.83889e+06;-1.83889e+06;0.00148026;8.04971e-08%;1.35501e-06%
321;-1.83266e+06;-1.83266e+06;0.0010429;5.69063e-08%;1.35501e-06%
322;-1.85891e+06;-1.85891e+06;0.00213468;1.14835e-07%;1.35501e-06%
323;-1.83907e+06;-1.83907e+06;0.00217015;1.18002e-07%;1.35501e-06%
324;-1.84124e+06;-1.84124e+06;0.00240247;1.30481e-07%;1.35501e-06%
325;-1.83881e+06;-1.83881e+06;0.00259902;1.41342e-07%;1.35501e-06%
326;-1.86051e+06;-1.86051e+06;0.00287137;1.54332e-07%;1.35501e-06%
327;-1.86196e+06;-1.86196e+06;0.00238733;1.28216e-07%;1.35501e-06%
328;-1.85859e+06;-1.85859e+06;0.00263386;1.41712e-07%;1.35501e-06%
329;-1.8694e+06;-1.8694e+06;0.00371128;1.98528e-07%;1.35501e-06%
330;-1.86023e+06;-1.86023e+06;0.00520106;2.79593e-07%;1.35501e-06%
331;-1.88487e+06;-1.88487e+06;0.00868998;4.61038e-07%;1.35501e-06%
332;-1.85575e+06;-1.85575e+06;0.00934885;5.03778e-07%;1.35501e-06%
333;-1.85368e+06;-1.85368e+06;0.0165904;8.95e-07%;1.35501e-06%
334;-1.86293e+06;-1.86293e+06;0.0343558;1.84418e-06%;1.84418e-06%
335;-1.86393e+06;-1.86393e+06;0.0566752;3.04063e-06%;3.04063e-06%
336;-1.86248e+06;-1.86248e+06;0.0151575;8.1383e-07%;3.04063e-06%
337;-1.86941e+06;-1.86941e+06;0.126734;6.77935e-06%;6.77935e-06%
338;-1.92815e+06;-1.92816e+06;9.77758;0.000507096%;0.000507096%
339;-1.87769e+06;-1.87769e+06;4.08341;0.000217469%;0.000507096%
340;-1.88247e+06;-1.88246e+06;3.16899;0.000168343%;0.000507096%
341;-1.88448e+06;-1.88447e+06;3.07593;0.000163225%;0.000507096%
342;-1.89079e+06;-1.89079e+06;3.28354;0.000173659%;0.000507096%
343;-1.90957e+06;-1.90957e+06;3.72051;0.000194834%;0.000507096%
344;-1.91745e+06;-1.91744e+06;4.33264;0.000225959%;0.000507096%
345;-1.93e+06;-1.92999e+06;5.59062;0.00028967%;0.000507096%
346;-1.92686e+06;-1.92685e+06;8.45626;0.000438863%;0.000507096%
347;-1.91857e+06;-1.91856e+06;9.58606;0.000499646%;0.000507096%
348;-1.92518e+06;-1.92517e+06;14.9911;0.000778686%;0.000778686%
349;-2.04717e+06;-2.04715e+06;26.8509;0.00131161%;0.00131161%
350;-1.9406e+06;-1.94054e+06;64.1034;0.00330327%;0.00330327%
351;-1.94275e+06;-1.94241e+06;347.415;0.0178826%;0.0178826%
352;-1.94408e+06;-1.94579e+06;1709.39;0.0879278%;0.0879278%
353;-1.9669e+06;-1.96806e+06;1161.68;0.0590618%;0.0879278%
354;-1.95476e+06;-1.95647e+06;1710.41;0.0874994%;0.0879278%
355;-1.95919e+06;-1.96363e+06;4440.21;0.226635%;0.226635%
356;-1.97435e+06;-1.98217e+06;7823.7;0.396268%;0.396268%
357;-1.9856e+06;-1.99033e+06;4732.81;0.238357%;0.396268%
